location,event,date,artist,genre,coordinates
Saint Claude,JAZZCONTREBAND,2016-10-22,DASHUR,,"(46.387405, 5.867765899999999)"
Geneve,JAZZCONTREBAND,2016-10-22,KIT DOWNES TRIO,,"(46.2043907, 6.1431577)"
Carouge,JAZZCONTREBAND,2016-10-22,GAUTHIER TOUX,,"(46.1829674, 6.1378539)"
Annemasse,JAZZCONTREBAND,2016-10-22,LOIC LANTOINE,,"(46.19325300000001, 6.234158)"
