location,event,date,artist,genre
Bale (Basel),JAZZFESTIVAL BASEL,2008-04-20,TORD GUSTAVSEN,
Bale (Basel),JAZZFESTIVAL BASEL,2008-04-20,ANGELIQUE KIDJO,
