location,event,date,artist,genre
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-23,ANNE SOFIE VON OTTER,
Pully,PULLY FOR NOISE,2013-08-23,EELS,
Estavayer le Lac,SWING IN THE WIND - SWINGIN,2013-08-23,TRACTION A VENT,
