location,event,date,artist,genre
Geneve,FESTIVAL COULEUR CAFE GENEVE,2015-11-26,PIE TSHIBANDA,
Geneve,PRESENCES ELECTRONIQUES A GENEVE,2015-11-26,MIMETIC,
