location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2013-07-18,THE CANETTES BLUES BAND,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2013-07-18,DIETER MEIER,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2013-07-18,DIANA KRALL,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2013-07-18,DAVID SANBORN,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2013-07-18,OM UNIT,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2013-07-18,THE FAMILY RAIN,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2013-07-18,FEHRPLAY,,"(46.4312213, 6.9106799)"
