location,event,date,artist,genre
Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2009-05-01,DAVID PAVLOVITS,
Bale (Basel),JAZZFESTIVAL BASEL,2009-05-01,PHILIP CATHERINE,
