location,event,date,artist,genre
Chene Bougeries,BIMBADABOUM FESTIVAL,2011-08-19,SONIA GRIMM,
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2011-08-19,TAKE ME HOME,
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2011-08-19,MAURO LO CONTE,
Geneve,MUSIQUES EN ETE,2011-08-19,DOG ALMOND,
Gampel,OPEN AIR DE GAMPEL,2011-08-19,THE RAMBLING WHEELS,
Pully,PULLY FOR NOISE,2011-08-19,TRENTEMOLLER,
