location,event,date,artist
Lucerne,BLUE BALLS,2010-07-24,MORCHEEBA
Zurich,LIVE AT SUNSET,2010-07-24,LUCIO DALLA
Nyon,PALEO FESTIVAL,2010-07-24,JACQUES DUTRONC
Alterswil,STONE HILL,2010-07-24,FILEWILE
