location,event,date,artist
Thun,AM SCHLUSS,2011-07-20,TRAKTORKESTAR
Zurich,LIVE AT SUNSET,2011-07-20,TOM JONES
Geneve,MUSIQUES EN ETE,2011-07-20,MAMANI KEITA
Nyon,PALEO FESTIVAL,2011-07-20,THE CHEMICAL BROTHERS
