location,event,date,artist,genre,coordinates
Moutier,KNOCKOUT,2006-07-08,SOLANGE LA FRANGE / LA PATRONNE,,"(47.2782749, 7.371665600000001)"
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-08,CARLINHOS BROWN,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-08,DJ QBERT,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-08,HAROLD LOPEZ NUSSA,,"(46.4312213, 6.9106799)"
Lausanne,SWISS PRIDE,2006-07-08,THE ORGAN,,"(46.5196535, 6.6322734)"
