location,event,date,artist,genre
Tavannes,BIG BOSS FESTIVAL,2008-07-25,DAY BY DAY,
Geneve,MUSIQUES EN ETE,2008-07-25,TIME REPORT,
Nyon,PALEO FESTIVAL,2008-07-25,ALEXANDRE KINN,
Alterswil,STONE HILL,2008-07-25,VIVE LA FETE,
