location,event,date,artist,genre
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-26,WIENER AKADEMIE,
Estavayer le Lac,SWING IN THE WIND - SWINGIN,2013-08-26,AGATHE IRACEMA,
