location,event,date,artist,genre,coordinates
Lucerne,BLUE BALLS,2009-07-21,SKYWARDS,,"(47.05016819999999, 8.3093072)"
Lucerne,BLUE BALLS,2009-07-21,MELODY GARDOT,,"(47.05016819999999, 8.3093072)"
Lucerne,BLUE BALLS,2009-07-21,HURLEY AND THE BLUE DOTS,,"(47.05016819999999, 8.3093072)"
Geneve,MUSIQUES EN ETE,2009-07-21,DAVID FRAY,,"(46.2043907, 6.1431577)"
Nyon,PALEO FESTIVAL,2009-07-21,PLACEBO,,"(46.3832683, 6.2347852)"
