location,event,date,artist,genre
Thun,AM SCHLUSS,2011-07-21,HANS SOLLNER,
Geneve,MUSIQUES EN ETE,2011-07-21,FLORIAN BOESCH,
Nyon,PALEO FESTIVAL,2011-07-21,THE STROKES,
