location,event,date,artist,genre
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-27,GAUTIER CAPUCON,
Estavayer le Lac,SWING IN THE WIND - SWINGIN,2013-08-27,MARTIN LECHNER,
