location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-07,MARIAM THE BELIEVER,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-07,HUGH COLTMAN,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-07,NICK MULVEY,,"(46.4312213, 6.9106799)"
