location,event,date,artist,genre
Begnins,JVAL FESTIVAL,2013-08-29,PONI HOAX,
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-29,LA SINFONIETTA DE LAUSANNE,
Sierre,SIERRE BLUES FESTIVAL,2013-08-29,TEXAS,
