location,event,date,artist,genre
Winterthur,AFRO - PFINGSTEN,2008-05-09,ALPHA BLONDY,
Lausanne,BALEINEV,2008-05-09,BLACKMAIL,
La Chaux du Milieu,CORBAK,2008-05-09,VICTORIA TIBBLIN,
Boulogne Sur Mer,JAZZFESTIVAL BASEL,2008-05-09,BALAZS NYARI,
