location,event,date,artist,genre
Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2008-05-24,SEBASTIAN MONTES,
Geneve,MUSIQUES METISSES A GENEVE,2008-05-24,MACIRE SYLLA,
Sierre,SISMICS FESTIVAL,2008-05-24,BLACK HOLE,
