location,event,date,artist,genre
Lausanne,FESTIVAL BACH DE LAUSANNE,2015-11-21,COLLEGIUM MUSICUM DE LAUSANNE,
Bern,FESTIVAL SAINT GHETTO,2015-11-21,BIANCA CASADY,
