location,event,date,artist,genre,coordinates
Geneve,FETES DE GENEVE,2012-08-03,LUSSI IN THE SKY,,"(46.2043907, 6.1431577)"
Geneve,FETES DE GENEVE,2012-08-03,LIO,,"(46.2043907, 6.1431577)"
Sion,GUINNESS IRISH FESTIVAL,2012-08-03,MANAU,,"(46.2331221, 7.360625999999999)"
Geneve,MUSIQUES EN ETE,2012-08-03,SONALP,,"(46.2043907, 6.1431577)"
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2012-08-03,RITA MACEDO,,"(46.1049798, 7.075533399999999)"
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2012-08-03,DELANEY DAVIDSON,,"(46.1049798, 7.075533399999999)"
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2012-08-03,SON OF DAVE,,"(46.1049798, 7.075533399999999)"
Yvoire,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-08-03,JULIEN SZULMAN,,"(46.368685, 6.325756)"
Porrentruy,ROCK AIR PORRENTRUY,2012-08-03,HEADCHARGER,,"(47.416647, 7.0765657)"
