location,event,date,artist,genre
Le Noirmont,CHANT DU GROS,2014-09-04,GAROU,
Lausanne,ELECTROSANNE,2014-09-04,LAURENT GARNIER,
Geneve,FESTIVAL DE LA BATIE,2014-09-04,THE HONSHU WOLVES,
Nyon,FESTIVAL DE LA BATIE,2014-09-04,EMILIE WEIBEL,
Veytaux,SEPTEMBRE MUSICAL,2014-09-04,QUATUOR VAN KUIJK,
