location,event,date,artist,genre
Geneve,JAZZCONTREBAND,2008-10-11,JULIEN PINOL,
Carouge,JAZZCONTREBAND,2008-10-11,REMY COUVEZ,
Vevey,ROCK N ORGE,2008-10-11,REBEL FEST,
