location,event,date,artist
Fribourg,LES GEORGES,2015-07-14,DIXIELAND BULL'S BAND
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-14,SONGHOY BLUES
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-14,JERRY LEONIDE
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-14,KWABS
Locarno,MOON AND STARS,2015-07-14,LENNY KRAVITZ
Geneve,MUSIQUES EN ETE,2015-07-14,DAVID GRIMAL
