location,event,date,artist,genre
Fribourg,BELLUARD BOLLWERK INTERNATIONAL,2010-07-02,DJ CUT ME SHOW,
Geneve,JAZZ ESTIVAL - MUSIQUE EN ETE,2010-07-02,BILL EVANS,
Lugano,LUGANO ESTIVAL JAZZ,2010-07-02,BILL EVANS,
Montreux,MONTREUX JAZZ FESTIVAL,2010-07-02,ROXY MUSIC,
Montreux,MONTREUX JAZZ FESTIVAL,2010-07-02,BEACH HOUSE,
