location,event,date,artist,genre
Lucerne,BLUE BALLS,2010-07-27,AURA DIONE,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2010-07-27,SUNIL DEV SHRESTA,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2010-07-27,SPOK FREVO,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2010-07-27,MALCOLM BRAFF,
Geneve,MUSIQUES EN ETE,2010-07-27,SCHUMANN QUARTETT,
