location,event,date,artist,genre
Geneve,FETES DE GENEVE,2013-08-11,SUPER FREAK,
Geneve,FETES DE GENEVE,2013-08-11,TOTOJAM,
Porrentruy,ROCK AIR PORRENTRUY,2013-08-11,HENRI GIRAUD,
