location,event,date,artist,genre
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2015-08-02,DAN TEPFER,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2015-08-02,ANDRE MANOUKIAN,
Geneve,FETES DE GENEVE,2015-08-02,THOMAS SCHOEFFLER JR,
