location,event,date,artist,genre
Le Noirmont,CHANT DU GROS,2010-09-09,THE RAMBLING WHEELS,
Geneve,FESTIVAL DE LA BATIE,2010-09-09,FILEWILE,
Vevey,SEPTEMBRE MUSICAL,2010-09-09,PAUL BADURA SKODA,
