location,event,date,artist,genre,coordinates
Pully,PULLY A L'HEURE DU QUEBEC,2008-06-04,DAMIEN ROBITAILLE,,"(46.5092681, 6.6654949)"
Paudex,PULLY A L'HEURE DU QUEBEC,2008-06-04,SUROIT,,"(46.5051579, 6.6723034)"
Pully,PULLY A L'HEURE DU QUEBEC,2008-06-04,CAROLINE D'ETE,,"(46.5092681, 6.6654949)"
