location,event,date,artist
Zurich,LIVE AT SUNSET,2009-07-15,PATRICIA KAAS
Montreux,MONTREUX JAZZ FESTIVAL,2009-07-15,KODO
Montreux,MONTREUX JAZZ FESTIVAL,2009-07-15,SCOTT MATTHEW
Geneve,MUSIQUES EN ETE,2009-07-15,OPERA DE CHAMBRE DE GENEVE
Geneve,MUSIQUES EN ETE,2009-07-15,DAVID KRAKAUER
