location,event,date,artist
Thun,AM SCHLUSS,2012-07-29,KUMMERBUBEN
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2012-07-29,OCHUMARE
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2012-07-29,DAVID NEERMAN
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2012-07-29,MALCOLM BRAFF
Geneve,FETES DE GENEVE,2012-07-29,JUKEBOX HEROES
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-07-29,QUATUOR AVIV
