location,event,date,artist,genre
Geneve,JAZZCONTREBAND,2006-10-21,KNOM QUINTET,
Vevey,ROCK N ORGE,2006-10-21,GRAN KINO,
Thonex,THONEX TOTAL COUNTRY,2006-10-21,BONNIE J TAYLOR,
