location,event,date,artist,genre,coordinates
Le Noirmont,CHANT DU GROS,2011-09-09,URIAH HEEP,,"(47.2256223, 6.9572116)"
Lausanne,ELECTROSANNE,2011-09-09,DJERRY C,,"(46.5196535, 6.6322734)"
Lausanne,ELECTROSANNE,2011-09-09,RAMADANMAN,,"(46.5196535, 6.6322734)"
Geneve,FESTIVAL DE LA BATIE,2011-09-09,ANNA AARON,,"(46.2043907, 6.1431577)"
Veyras en Valais,TOHU BOHU A VEYRAS,2011-09-09,DUB INC,,"(46.3045233, 7.5389954)"
Villars,VILLARS DE VIVRE,2011-09-09,BEATRICE BERRUT,,"(46.3, 7.05)"
Villars,VILLARS DE VIVRE,2011-09-09,FRANCOIS LINDEMANN,,"(46.3, 7.05)"
Villars,VILLARS DE VIVRE,2011-09-09,DONA FLOR,,"(46.3, 7.05)"
