location,event,date,artist
Cully,LAVAUX CLASSIQUE,2012-06-22,TRIO WANDERER
Cully,LAVAUX CLASSIQUE,2012-06-22,PARVATHY BAUL
Bad Ragaz,QUELLROCK,2012-06-22,KNACKEBOUL
Wohlen,TOUCH THE LAKE,2012-06-22,CYPRESS HILL
