location,event,date,artist,genre,coordinates
Geneve,L'AMR AUX CROPETTES,2014-06-26,STEPHANE METRAUX,,"(46.2043907, 6.1431577)"
Geneve,L'AMR AUX CROPETTES,2014-06-26,CHRISTOPHE RHODIUS,,"(46.2043907, 6.1431577)"
Geneve,L'AMR AUX CROPETTES,2014-06-26,COUNTRY COOKING,,"(46.2043907, 6.1431577)"
Geneve,L'AMR AUX CROPETTES,2014-06-26,MANU GESSENEY,,"(46.2043907, 6.1431577)"
Cully,LAVAUX CLASSIQUE,2014-06-26,MARIO BRUNELLO,,"(46.4895985, 6.7290888)"
Cully,LAVAUX CLASSIQUE,2014-06-26,CAMILLE THOMAS,,"(46.4895985, 6.7290888)"
