location,event,date,artist,genre
Zurich,LIVE AT SUNSET,2009-07-11,SOPHIE HUNGER,
Montreux,MONTREUX JAZZ FESTIVAL,2009-07-11,NATURALLY 7,
Montreux,MONTREUX JAZZ FESTIVAL,2009-07-11,GRACE JONES,
