location,event,date,artist,genre
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-17,NORAH JONES,
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-17,ROGER HODGSON & HIS BAND,
