location,event,date,artist,genre
Annemasse,JAZZCONTREBAND,2009-10-17,NEIL COWLEY,
Thonon Les Bains,JAZZCONTREBAND,2009-10-17,ELIANE ELIAS,
Geneve,JAZZCONTREBAND,2009-10-17,CHARLES GAYLE,
Carouge,JAZZCONTREBAND,2009-10-17,TRIO PIRANHA,
