location,event,date,artist
Sion,GUINNESS IRISH FESTIVAL,2008-08-07,FISH
Motiers,HORS TRIBU,2008-08-07,NATHANAEL
Pully,PULLY FOR NOISE,2008-08-07,EAGLE SEAGULL
Porrentruy,ROCK AIR PORRENTRUY,2008-08-07,ALOAN
