location,event,date,artist,genre,coordinates
Winterthur,AFRO - PFINGSTEN,2014-06-08,THE GARIFUNA COLLECTIVE,,"(47.4988196, 8.723688899999999)"
Winterthur,AFRO - PFINGSTEN,2014-06-08,LINDIGO,,"(47.4988196, 8.723688899999999)"
Crissier,BLUES RULES CRISSIER,2014-06-08,LEO DECOUVRE LE BLUES,,"(46.55186870000001, 6.5743458)"
Pully,PULLY A L'HEURE DU QUEBEC,2014-06-08,CLAUD MICHAUD,,"(46.5092681, 6.6654949)"
Pully,PULLY A L'HEURE DU QUEBEC,2014-06-08,ANDRE PHILIPPE GAGNON,,"(46.5092681, 6.6654949)"
