location,event,date,artist
Sion,GUINNESS IRISH FESTIVAL,2011-08-05,PEATBOG FAIRIES
Geneve,MUSIQUES EN ETE,2011-08-05,KARIMOUCHE
Yvoire,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-05,FLORIAN NOACK
Porrentruy,ROCK AIR PORRENTRUY,2011-08-05,THE LOVE ME NOTS
