location,event,date,artist
Bern,GURTEN FESTIVAL BERN,2009-07-16,BLOC PARTY
Zurich,LIVE AT SUNSET,2009-07-16,DAVID GARRETT
Montreux,MONTREUX JAZZ FESTIVAL,2009-07-16,STATUS QUO
Montreux,MONTREUX JAZZ FESTIVAL,2009-07-16,ALLEN TOUSSAINT
