location,event,date,artist,genre
Annemasse,JAZZCONTREBAND,2015-10-08,BENOIT PARADIS,
Onex,JAZZCONTREBAND,2015-10-08,JONAS,
Yverdon Les Bains,JAZZCONTREBAND,2015-10-08,OLIVIA PEDROLI,
