location,event,date,artist
Geneve,FETES DE GENEVE,2015-08-08,IGOR BLASKA
Sion,GUINNESS IRISH FESTIVAL,2015-08-08,DANU
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2015-08-08,THE DANSANT
