location,event,date,artist,genre,coordinates
Lausanne,JAZZ ONZE +,2016-11-05,ETIENNE LOUPOT,,"(46.5196535, 6.6322734)"
Lausanne,JAZZ ONZE +,2016-11-05,AMINE & HAMZA M'RAHI,,"(46.5196535, 6.6322734)"
Lausanne,JAZZ ONZE +,2016-11-05,DHAFER YOUSSEF,,"(46.5196535, 6.6322734)"
Lausanne,JAZZ ONZE +,2016-11-05,PABLO NOUVELLE,,"(46.5196535, 6.6322734)"
