location,event,date,artist,genre
Geneve,FESTIVAL DE LA BATIE,2012-09-01,RADIO MENTALE,
Geneve,FESTIVAL DE LA BATIE,2012-09-01,RUDY DECELIERE,
Begnins,JVAL FESTIVAL,2012-09-01,TUDANSESMONCHOU (TDMC),
Begnins,JVAL FESTIVAL,2012-09-01,FAUVE,
Begnins,JVAL FESTIVAL,2012-09-01,APES & HORSES,
Begnins,JVAL FESTIVAL,2012-09-01,ALOAN,
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2012-09-01,LA SINFONIETTA DE LAUSANNE,
Montreux,SEPTEMBRE MUSICAL,2012-09-01,THE LONDON PHILHARMONIC ORCHESTRA,
