location,event,date,artist
Avully,GENA FESTIVAL,2016-07-09,SNURFU
Montreux,MONTREUX JAZZ FESTIVAL,2016-07-09,DIANA MIRANDA
Montreux,MONTREUX JAZZ FESTIVAL,2016-07-09,LISA SIMONE
Montreux,MONTREUX JAZZ FESTIVAL,2016-07-09,GREGOIRE MARET
Montreux,MONTREUX JAZZ FESTIVAL,2016-07-09,GEORGIO
Veytaux,MONTREUX JAZZ FESTIVAL,2016-07-09,STADE
Locarno,MOON AND STARS,2016-07-09,POOH
Frauenfeld,OPENAIR FRAUENFELD,2016-07-09,PULLUP ORCHESTRA
