location,event,date,artist,genre
Bern,HEARTLAND,2012-11-17,THEE SILVER MT ZION MEMORIAL,
Bern,HEARTLAND,2012-11-17,MATANA ROBERTS,
Paris,HEARTLAND,2012-11-17,DO MAKE SAY THINK,
