location,event,date,artist,genre
Zurich,LIVE AT SUNSET,2011-07-19,JOE COCKER,
Geneve,MUSIQUES EN ETE,2011-07-19,STEFAN VLADAR,
Nyon,PALEO FESTIVAL,2011-07-19,THE NATIONAL,
