location,event,date,artist,genre
Puidoux,BOUT D'BROUSSE,2007-08-11,ELECTRIC PLUGS,
Sion,GUINNESS IRISH FESTIVAL,2007-08-11,KILA,
Pully,PULLY FOR NOISE,2007-08-11,HAWNAY TROOF,
Geneve,VILLAGE TROPICAL,2007-08-11,RUMBA STEREO,
