location,event,date,artist,genre
Zurich,CHANSONS EN STOK,2007-09-14,IGNATUS,
Le Noirmont,CHANT DU GROS,2007-09-14,MOONRAISERS,
Geneve,FESTIVAL DE LA BATIE,2007-09-14,LIM GIONG,
Geneve,FESTIVAL DE LA BATIE,2007-09-14,MATTAFIX,
