location,event,date,artist,genre,coordinates
Bad Ragaz,QUELLROCK,2011-06-18,CLAWFINGER,,"(47.0034141, 9.501106199999999)"
Sierre,SISMICS FESTIVAL,2011-06-18,SOUND OF FRIDGE,,"(46.29413110000001, 7.533536199999999)"
