location,event,date,artist
Neuchatel,FESTI NEUCH,2016-06-10,CYPRESS HILL
Interlaken,GREENFIELD,2016-06-10,NIGHTWISH
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-06-10,DJ PIT WILLIAMINE
Pully,PULLY A L'HEURE DU QUEBEC,2016-06-10,PAULE ANDREE CASSIDY
