location,event,date,artist
Motiers,HORS TRIBU,2008-08-10,HALF A CUP OF SUPERKINGS
Porrentruy,ROCK AIR PORRENTRUY,2008-08-10,5 AVENUE
Geneve,VILLAGE TROPICAL,2008-08-10,GRES UNIDO DE GENEVE
