location,event,date,artist
Geneve,FETES DE GENEVE,2012-08-09,PASCAL ALBA
Geneve,FETES DE GENEVE,2012-08-09,JESTOFUNK
Geneve,MUSIQUES EN ETE,2012-08-09,STEFAN VLADAR
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2012-08-09,DJ DAISY  aka MANDRAGORE
