location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-11,TOWER OF POWER,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-11,RICHARD GALLIANO,,"(46.4312213, 6.9106799)"
