location,event,date,artist
Chene Bougeries,BIMBADABOUM FESTIVAL,2011-08-21,BRICE KAPEL
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2011-08-21,JEAN-SELIM ABDELMOULA
Gampel,OPEN AIR DE GAMPEL,2011-08-21,STEFF LA CHEFFE
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-21,SINE NOMINE
