location,event,date,artist
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-25,ELISABETH MEYER
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-25,XAVIER DE MAISTRE
