location,event,date,artist,genre
Le Noirmont,CHANT DU GROS,2014-09-05,CHRISTOPHE MAE,
Lausanne,ELECTROSANNE,2014-09-05,BEN UFO,
Geneve,FESTIVAL DE LA BATIE,2014-09-05,F.M. (FRANCOIS MAURIN),
Veyras en Valais,TOHU BOHU A VEYRAS,2014-09-05,FAUVE,
