location,event,date,artist,genre
Duedingen,BAD BONN KILBI,2007-06-07,FENNESZ,
Lausanne,ESPLANADE,2007-06-07,BRAINLESS,
Pully,FESTIVAL'ENTRE2,2007-06-07,PASCAL RINALDI,
Sierre,SISMICS FESTIVAL,2007-06-07,INNA CRISIS,
