location,event,date,artist,genre,coordinates
Lucerne,BLUE BALLS,2013-07-22,EVELINN TROUBLE,,"(47.05016819999999, 8.3093072)"
Lucerne,BLUE BALLS,2013-07-22,ALT-J,,"(47.05016819999999, 8.3093072)"
Lucerne,BLUE BALLS,2013-07-22,CHARLES WALKER,,"(47.05016819999999, 8.3093072)"
Geneve,FETES DE GENEVE,2013-07-22,HUNDRED DAYS,,"(46.2043907, 6.1431577)"
Geneve,MUSIQUES EN ETE,2013-07-22,STEVE SWALLOW,,"(46.2043907, 6.1431577)"
