location,event,date,artist,genre
Geneve,PRESENCES ELECTRONIQUES A GENEVE,2010-12-11,GEIR JENSSEN / BIOSPHERE,
Geneve,PRESENCES ELECTRONIQUES A GENEVE,2010-12-11,CHATON,
