location,event,date,artist,genre
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2010-07-28,YARON HERMAN,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2010-07-28,SPOK FREVO,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2010-07-28,MALCOLM BRAFF,
Geneve,MUSIQUES EN ETE,2010-07-28,BALOJI,
